Peak Date,Track,With,Streams,Artist
20160520,One Dance,WizKid,"1,565,547,608",Drake
20160520,One Dance,Kyla,"1,565,547,608",Drake
20180126,God's Plan,,"1,411,495,266",Drake
20180720,In My Feelings,,"855,700,970",Drake
20181012,MIA,Bad Bunny,"709,149,155",Drake
20180413,Nice For What,,"667,025,696",Drake
20160227,Work,Rihanna,"653,892,172",Drake
20151031,Hotline Bling,,"598,802,339",Drake
20180316,Look Alive,BlocBoy JB,"586,887,330",Drake
20160805,Too Good,Rihanna,"548,427,652",Drake
20181205,Going Bad,Meek Mill,"528,891,661",Drake
20161028,Fake Love,,"523,119,401",Drake
20170321,Passionfruit,,"513,021,733",Drake
20180629,Nonstop,,"506,811,603",Drake
20180518,Yes Indeed,Lil Baby,"397,383,224",Drake
20190621,Money In The Grave (Drake ft. Rick Ross),Rick Ross,"382,713,803",Drake
20151023,Jumpman,Future,"377,446,605",Drake
20160520,Controlla,,"370,100,290",Drake
20190614,No Guidance,Chris Brown,"347,460,051",Drake
20180126,Walk It Talk It,Migos,"291,448,319",Drake
20180629,Don’t Matter To Me,Michael Jackson,"219,966,105",Drake
20170320,Portland,Quavo,"218,636,166",Drake
20170320,Portland,Travis Scott,"218,636,166",Drake
20180921,No Stylist,French Montana,"198,354,183",Drake
20180629,I'm Upset,,"191,914,577",Drake
20160519,"Hold On, We're Going Home",Majid Jordan,"186,091,659",Drake
20170630,Signs,,"152,892,368",Drake
20160518,Pop Style,,"148,915,067",Drake
20160817,Come and See Me,PARTYNEXTDOOR,"136,766,793",Drake
20170320,Gyalchester,,"134,557,433",Drake
20150921,Back To Back,,"134,022,563",Drake
20150217,Energy,,"123,493,882",Drake
20181005,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,"121,399,850",Drake
20181005,"Never Recover (Lil Baby & Gunna, Drake)",Gunna,"121,399,850",Drake
20150218,Know Yourself,,"115,134,958",Drake
20180629,Mob Ties,,"114,227,589",Drake
20161028,Sneakin’,21 Savage,"108,882,272",Drake
20150922,Where Ya At,Future,"100,650,784",Drake
20160518,Still Here,,"100,633,920",Drake
20160212,Summer Sixteen,,"93,426,092",Drake
20150218,Legend,,"92,705,055",Drake
20151002,Big Rings,Future,"90,199,370",Drake
20170320,Blem,,"88,525,903",Drake
20150116,Only,Nicki Minaj,"86,477,380",Drake
20150116,Only,Lil Wayne,"86,477,380",Drake
20150116,Only,Chris Brown,"86,477,380",Drake
20160728,For Free,DJ Khaled,"85,315,662",Drake
20141031,0 To 100 / The Catch Up,,"85,031,437",Drake
20170302,Both,Gucci Mane,"83,272,875",Drake
20160518,Childs Play,,"76,205,827",Drake
20170627,No Complaints,Metro Boomin,"70,673,025",Drake
20170627,No Complaints,Offset,"70,673,025",Drake
20170414,F**kin' Problems,A$AP Rocky,"67,382,145",Drake
20170414,F**kin' Problems,2 Chainz,"67,382,145",Drake
20170414,F**kin' Problems,Kendrick Lamar,"67,382,145",Drake
20150501,Truffle Butter,Nicki Minaj,"64,135,010",Drake
20150501,Truffle Butter,Lil Wayne,"64,135,010",Drake
20151002,Right Hand,,"63,877,351",Drake
20170319,Free Smoke,,"62,284,474",Drake
20150218,10 Bands,,"62,064,262",Drake
20180629,Emotionless,,"62,043,444",Drake
20160518,Hype,,"61,459,788",Drake
20170320,Teenage Fever,,"61,009,421",Drake
20190920,Behind Barz - Bonus,,"60,652,957",Drake
20160519,With You,PARTYNEXTDOOR,"56,917,586",Drake
20180629,Elevate,,"54,738,148",Drake
20161111,Used to This,Future,"54,434,191",Drake
20160520,Grammys,Future,"54,333,043",Drake
20150710,R.I.C.O.,Meek Mill,"54,332,788",Drake
20150227,Blessings,Big Sean,"52,033,325",Drake
20180629,Can’t Take A Joke,,"51,020,619",Drake
20170320,Get It Together,Black Coffee,"50,530,562",Drake
20170320,Get It Together,Jorja Smith,"50,530,562",Drake
20170320,KMT,Giggs,"48,629,860",Drake
20141205,Tuesday,ILOVEMAKONNEN,"47,285,299",Drake
20170320,Do Not Disturb,,"46,660,074",Drake
20180615,Bigger Than You,2 Chainz,"46,583,676",Drake
20180615,Bigger Than You,Quavo,"46,583,676",Drake
20200114,Life Is Good,Future,"43,547,010",Drake
20180629,Survival,,"43,525,485",Drake
20180629,8 Out Of 10,,"43,048,587",Drake
20180329,Lemon - Drake Remix,N.E.R.D,"41,663,858",Drake
20180329,Lemon - Drake Remix,Rihanna,"41,663,858",Drake
20160902,Why You Always Hatin?,YG,"41,259,446",Drake
20160902,Why You Always Hatin?,Kamaiyah,"41,259,446",Drake
20170320,Sacrifices,2 Chainz,"40,289,666",Drake
20170320,Sacrifices,Young Thug,"40,289,666",Drake
20160516,Pop Style,The Throne,"39,917,462",Drake
20170319,No Long Talk,Giggs,"39,897,613",Drake
20160518,Feel No Ways,,"39,246,305",Drake
20160803,No Shopping,French Montana,"39,168,856",Drake
20170320,Madiba Riddim,,"39,114,232",Drake
20180122,Diplomatic Immunity,,"38,795,140",Drake
20180629,Talk Up,JAY Z,"38,246,737",Drake
20150929,Diamonds Dancing,Future,"37,664,888",Drake
20180629,Blue Tint,,"35,123,976",Drake
20170320,4422,Sampha,"33,645,558",Drake
20160518,Fire & Desire,,"32,958,239",Drake
20180629,Summer Games,,"32,868,102",Drake
20191122,Loyal,PARTYNEXTDOOR,"32,403,667",Drake
20170320,Jorja Interlude,,"32,114,268",Drake
20180629,Sandra’s Rose,,"32,014,820",Drake
20190301,Girls Need Love,Summer Walker,"30,790,612",Drake
20180629,After Dark,Static Major,"30,156,726",Drake
20180629,After Dark,Ty Dolla $ign,"30,156,726",Drake
20170310,No Frauds,Nicki Minaj,"30,003,881",Drake
20170310,No Frauds,Lil Wayne,"30,003,881",Drake
20160516,9,,"29,812,110",Drake
20170320,Ice Melts,Young Thug,"29,631,787",Drake
20170320,All Me,2 Chainz,"28,699,008",Drake
20170320,All Me,Big Sean,"28,699,008",Drake
20180629,That’s How You Feel,,"27,631,945",Drake
20180629,Finesse,,"26,862,353",Drake
20180629,Jaded,,"26,731,019",Drake
20190816,Won't Be Late,Swae Lee,"26,302,543",Drake
20150217,6 God,,"25,641,577",Drake
20150928,Digital Dash,Future,"25,402,055",Drake
20150929,Live From The Gutter,Future,"24,120,092",Drake
20170320,Skepta Interlude,,"24,000,009",Drake
20150218,No Tellin',,"23,477,273",Drake
20150929,Scholarships,Future,"23,474,079",Drake
20180629,Peak,,"23,376,802",Drake
20160516,U With Me?,,"23,152,255",Drake
20170320,Can't Have Everything,,"22,600,873",Drake
20180629,Is There More,,"22,192,300",Drake
20160517,Redemption,,"21,541,972",Drake
20170319,Glow,Kanye West,"21,092,616",Drake
20160517,Started From the Bottom,,"21,079,304",Drake
20170320,Nothings Into Somethings,,"20,664,812",Drake
20170320,Lose You,,"19,990,382",Drake
20190726,Gold Roses,Rick Ross,"19,511,125",Drake
20180629,Ratchet Happy Birthday,,"19,387,934",Drake
20170609,To the Max,DJ Khaled,"18,778,580",Drake
20150630,100,The Game,"18,030,530",Drake
20150929,I'm The Plug,Future,"17,536,721",Drake
20150729,Odio,Romeo Santos,"17,486,281",Drake
20170319,Since Way Back,PARTYNEXTDOOR,"17,296,264",Drake
20180629,Final Fantasy,,"17,212,658",Drake
20180629,March 14,,"16,985,811",Drake
20160516,Keep The Family Close,,"16,448,038",Drake
20160517,Weston Road Flows,,"16,324,540",Drake
20170331,Come Closer,WizKid,"16,218,720",Drake
20160517,Faithful,Pimp C,"16,000,112",Drake
20160517,Faithful,dvsn,"16,000,112",Drake
20141024,Believe Me,Lil Wayne,"15,783,880",Drake
20160722,Back On Road,Gucci Mane,"15,293,904",Drake
20191109,Ela É do Tipo,MC Kevin o Chris,"15,239,975",Drake
20150928,Change Locations,Future,"13,956,846",Drake
20161025,Forever,Kanye West,"13,550,004",Drake
20161025,Forever,Lil Wayne,"13,550,004",Drake
20161025,Forever,Eminem,"13,550,004",Drake
20160517,Views,,"13,278,492",Drake
20170511,Both,Gucci Mane,"12,622,379",Drake
20170511,Both,Lil Wayne,"12,622,379",Drake
20150217,Preach,PARTYNEXTDOOR,"12,620,776",Drake
20150929,Plastic Bag,Future,"12,547,602",Drake
20181012,FLIP THE SWITCH,Quavo,"12,511,406",Drake
20150216,Used To,Lil Wayne,"12,361,609",Drake
20150218,6 Man,,"12,037,230",Drake
20161104,Wanna Know Remix,Dave,"11,786,559",Drake
20150218,Now & Forever,,"11,390,472",Drake
20190615,Omertà,,"11,355,765",Drake
20150217,Star67,,"10,283,389",Drake
20150214,Madonna,,"9,186,349",Drake
20160517,Summers Over Interlude,,"8,338,545",Drake
20150218,Jungle,,"8,299,146",Drake
20141107,The Language,,"8,246,261",Drake
20150218,Company,Travis Scott,"7,193,011",Drake
20161104,"Two Birds, One Stone",,"7,177,436",Drake
20150928,30 for 30 Freestyle,,"7,058,897",Drake
20150218,Wednesday Night Interlude,PARTYNEXTDOOR,"6,768,064",Drake
20130929,Furthest Thing,,"6,577,815",Drake
20150117,Love Me,Lil Wayne,"6,519,420",Drake
20150117,Love Me,Future,"6,519,420",Drake
20150217,You & The 6,,"6,295,580",Drake
20130929,From Time,Jhene Aiko,"5,778,947",Drake
20150214,6PM In New York,,"5,130,600",Drake
20190802,How Bout Now,,"4,700,841",Drake
20190802,The Motion,,"4,590,009",Drake
20190802,Trust Issues,,"4,517,847",Drake
20190802,Dreams Money Can Buy,,"4,321,201",Drake
20130929,Wu-Tang Forever,,"4,080,504",Drake
20160415,Pop Style,The Throne,"3,853,370",Drake
20130929,Pound Cake / Paris Morton Music 2,JAY Z,"3,831,118",Drake
20171230,Bring It Back,Trouble,"3,648,622",Drake
20171230,Bring It Back,Mike WiLL Made-It,"3,648,622",Drake
20130929,Tuscan Leather,,"3,632,731",Drake
20130929,Own It,,"3,464,400",Drake
20170617,Big Amount,2 Chainz,"3,160,930",Drake
20130929,Too Much,Sampha,"3,159,527",Drake
20190802,4pm in Calabasas,,"2,700,836",Drake
20130929,Worst Behavior,,"2,588,871",Drake
20190802,5 Am in Toronto,,"2,261,033",Drake
20150106,Schemin Up,OB OBrien,"2,247,401",Drake
20150106,Schemin Up,Preme,"2,247,401",Drake
20190802,Club Paradise,,"2,234,237",Drake
20190802,Days in The East,,"2,213,457",Drake
20190215,Best I Ever Had,,"2,207,136",Drake
20190802,Draft Day,,"2,066,253",Drake
20130929,Connect,,"2,016,930",Drake
20190802,Girls Love Beyoncé,James Fauntleroy,"2,004,037",Drake
20190802,I Get Lonely,,"1,899,975",Drake
20190802,Jodeci Freestyle,J. Cole,"1,877,963",Drake
20161025,Trophies,Young Money,"1,836,717",Drake
20130929,Come Thru,,"1,791,993",Drake
20190802,Paris Morton Music,,"1,507,019",Drake
20161025,Headlines,,"1,478,354",Drake
20130929,305 To My City,Detail,"1,391,604",Drake
20160429,Work - R3hab Remix,Rihanna,"1,295,851",Drake
20160429,Work - R3hab Remix,R3HAB,"1,295,851",Drake
20190802,My Side,,"1,059,045",Drake
20190802,Free Spirit,Rick Ross,"1,020,354",Drake
20190802,Can I,,"1,015,757",Drake
20190215,Lust For Life,,"750,419",Drake
20141024,Who Do You Love?,YG,"708,813",Drake
20190215,Successful,Trey Songz,"637,084",Drake
20190215,Successful,Lil Wayne,"637,084",Drake
20190215,Houstatlantavegas,,"635,680",Drake
20190802,Heat Of The Moment,,"619,452",Drake
20190215,Ignant Shit,Lil Wayne,"546,598",Drake
20190215,November 18th,,"544,134",Drake
20161025,Marvins Room,,"496,100",Drake
20150804,Charged Up,,"466,147",Drake
20161025,The Motto,Lil Wayne,"383,672",Drake
20190215,Let’s Call It Off,Peter Bjorn and John,"298,663",Drake
20171123,What's My Name?,Rihanna,"259,245",Drake
20190401,Killer,Nipsey Hussle,"248,728",Drake
20160517,Take Care,Rihanna,"244,766",Drake
20150717,My Love,Majid Jordan,"113,556",Drake
20150126,Truffle Butter,,"100,937",Drake
20151130,Drama,Roy Woods,"93,801",Drake
20150425,Blessings - Extended Version,Big Sean,"68,847",Drake
20150425,Blessings - Extended Version,Kanye West,"68,847",Drake
20160408,Work - Bad Royale Remix,Rihanna,"49,770",Drake
20160408,Work - Bad Royale Remix,Bad Royale,"49,770",Drake
20190216,Unstoppable,Santigold,"28,783",Drake
20190216,Unstoppable,Lil Wayne,"28,783",Drake
20170929,rockstar,21 Savage,"1,784,416,102",Post Malone
20190118,Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee,"1,285,593,399",Post Malone
20180430,Better Now,,"1,117,561,273",Post Malone
20170609,Congratulations,Quavo,"1,038,149,012",Post Malone
20180226,Psycho,Ty Dolla $ign,"926,198,416",Post Malone
20171027,I Fall Apart,,"844,849,116",Post Malone
20190201,Wow.,,"812,734,228",Post Malone
20190906,Circles,,"585,691,048",Post Malone
20190906,Goodbyes (Feat. Young Thug),Young Thug,"532,390,255",Post Malone
20180427,Candy Paint,,"466,369,436",Post Malone
20160122,White Iverson,,"453,277,185",Post Malone
20180713,Jackie Chan,Tiësto,"406,003,254",Post Malone
20180713,Jackie Chan,Dzeko,"406,003,254",Post Malone
20180713,Jackie Chan,Preme,"406,003,254",Post Malone
20171013,Go Flex,,"293,533,268",Post Malone
20190906,Take What You Want,Ozzy Osbourne,"205,328,388",Post Malone
20190906,Take What You Want,Travis Scott,"205,328,388",Post Malone
20180427,Ball For Me,Nicki Minaj,"174,567,655",Post Malone
20190906,Saint-Tropez,,"166,242,848",Post Malone
20190906,Enemies,DaBaby,"142,921,279",Post Malone
20180427,Paranoid,,"142,895,894",Post Malone
20190906,Hollywood's Bleeding,,"135,834,175",Post Malone
20180427,Stay,,"124,935,100",Post Malone
20180427,Spoil My Night,Swae Lee,"111,732,802",Post Malone
20180427,Rich & Sad,,"108,754,606",Post Malone
20190906,Die For Me,Halsey,"85,852,746",Post Malone
20190906,Die For Me,Future,"85,852,746",Post Malone
20180427,Over Now,,"81,103,295",Post Malone
20190906,On The Road,Meek Mill,"79,482,301",Post Malone
20190906,On The Road,Lil Baby,"79,482,301",Post Malone
20180427,92 Explorer,,"75,803,312",Post Malone
20180427,Zack And Codeine,,"67,772,234",Post Malone
20180427,Same Bitches,G-Eazy,"65,035,514",Post Malone
20180427,Same Bitches,YG,"65,035,514",Post Malone
20171018,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,"64,575,933",Post Malone
20171018,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Khalid,"64,575,933",Post Malone
20171018,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",SZA,"64,575,933",Post Malone
20161213,Deja Vu,Justin Bieber,"60,353,402",Post Malone
20180427,Takin' Shots,,"60,169,699",Post Malone
20190906,A Thousand Bad Times,,"56,545,491",Post Malone
20190927,Writing on the Wall,French Montana,"55,226,171",Post Malone
20190927,Writing on the Wall,Rvssian,"55,226,171",Post Malone
20190927,Writing on the Wall,Cardi B,"55,226,171",Post Malone
20180427,Otherside,,"47,130,676",Post Malone
20190906,Allergic,,"42,026,709",Post Malone
20180427,Blame It On Me,,"41,618,686",Post Malone
20190906,Staring At The Sun,SZA,"40,730,037",Post Malone
20190322,Wow. - Remix,Roddy Ricch,"38,791,409",Post Malone
20190322,Wow. - Remix,Tyga,"38,791,409",Post Malone
20171012,No Option,,"38,567,491",Post Malone
20180427,Sugar Wraith,,"38,095,295",Post Malone
20180126,Notice Me,Migos,"37,708,954",Post Malone
20171117,Homemade Dynamite - REMIX,Lorde,"33,705,391",Post Malone
20171117,Homemade Dynamite - REMIX,Khalid,"33,705,391",Post Malone
20171117,Homemade Dynamite - REMIX,SZA,"33,705,391",Post Malone
20190906,Myself,,"29,442,729",Post Malone
20190916,I'm Gonna Be,,"24,994,388",Post Malone
20190906,I Know,,"23,320,622",Post Malone
20190906,Internet,,"21,386,930",Post Malone
20190906,Im Gonna Be,,"20,316,233",Post Malone
20180427,Jonestown (Interlude),,"19,955,680",Post Malone
20190517,Celebrate,DJ Khaled,"12,194,983",Post Malone
20190517,Celebrate,Travis Scott,"12,194,983",Post Malone
20170620,Congratulations - Remix,Quavo,"6,619,134",Post Malone
20170620,Congratulations - Remix,Future,"6,619,134",Post Malone
20171215,rockstar - Remix,Nicky Jam,"3,292,701",Post Malone
20171215,rockstar - Remix,Ozuna,"3,292,701",Post Malone
20161213,Patient,,"3,149,628",Post Malone
20161213,Up There,,"2,328,189",Post Malone
20161209,Big Lie,,"1,682,287",Post Malone
20161212,Leave,,"1,128,446",Post Malone
20161212,Too Young,,"341,394",Post Malone
20161213,Money Made Me Do It,2 Chainz,"235,878",Post Malone
20161212,Cold,,"154,134",Post Malone
20190215,If I Can Dream (from the NBC Elvis All-Star Tribute),Elvis Presley,"32,192",Post Malone
20190215,If I Can Dream (from the NBC Elvis All-Star Tribute),Shawn Mendes,"32,192",Post Malone
20190215,If I Can Dream (from the NBC Elvis All-Star Tribute),Darius Rucker,"32,192",Post Malone
20190215,If I Can Dream (from the NBC Elvis All-Star Tribute),Blake Shelton,"32,192",Post Malone
20190215,If I Can Dream (from the NBC Elvis All-Star Tribute),Carrie Underwood,"32,192",Post Malone
20170106,Came Up - Casper & B. Remix,Flosstradamus,"14,779",Post Malone
20170106,Came Up - Casper & B. Remix,FKi 1st,"14,779",Post Malone
20170106,Came Up - Casper & B. Remix,graves,"14,779",Post Malone
20170106,Came Up - Casper & B. Remix,KEY,"14,779",Post Malone
20170106,Came Up - Casper & B. Remix,Casper & B.,"14,779",Post Malone
20190822,Feeling Whitney,,"5,963",Post Malone
20170526,Despacito - Remix,Luis Fonsi,"1,104,389,180",Daddy Yankee
20170526,Despacito - Remix,Justin Bieber,"1,104,389,180",Daddy Yankee
20170211,Despacito (Featuring Daddy Yankee),Luis Fonsi,"822,995,434",Daddy Yankee
20190323,Con Calma,Snow,"738,826,153",Daddy Yankee
20190802,China,Anuel Aa,"519,176,509",Daddy Yankee
20190802,China,Karol G,"519,176,509",Daddy Yankee
20190802,China,J Balvin,"519,176,509",Daddy Yankee
20190802,China,Ozuna,"519,176,509",Daddy Yankee
20190517,Soltera - Remix,Lunay,"380,940,577",Daddy Yankee
20190517,Soltera - Remix,Bad Bunny,"380,940,577",Daddy Yankee
20180303,Dura,,"343,529,867",Daddy Yankee
20170429,Sola (Remix),Anuel Aa,"275,420,379",Daddy Yankee
20170429,Sola (Remix),Wisin,"275,420,379",Daddy Yankee
20170429,Sola (Remix),Farruko,"275,420,379",Daddy Yankee
20170429,Sola (Remix),Zion & Lennox,"275,420,379",Daddy Yankee
20170429,La Rompe Corazones,Ozuna,"250,737,659",Daddy Yankee
20190119,Adictiva,Anuel Aa,"244,737,443",Daddy Yankee
20161231,Andas En Mi Cabeza,Chino & Nacho,"222,099,206",Daddy Yankee
20171231,Bella y Sensual,Romeo Santos,"196,545,428",Daddy Yankee
20171231,Bella y Sensual,Nicky Jam,"196,545,428",Daddy Yankee
20180609,Dura - Remix,Becky G,"173,292,727",Daddy Yankee
20180609,Dura - Remix,Bad Bunny,"173,292,727",Daddy Yankee
20180609,Dura - Remix,Natti Natasha,"173,292,727",Daddy Yankee
20171117,Vuelve,Bad Bunny,"148,086,631",Daddy Yankee
20161008,Shaky Shaky,,"146,445,212",Daddy Yankee
20190625,Runaway,Sebastian Yatra,"133,614,394",Daddy Yankee
20190625,Runaway,Natti Natasha,"133,614,394",Daddy Yankee
20190625,Runaway,Jonas Brothers,"133,614,394",Daddy Yankee
20190510,Baila Baila Baila - Remix,Ozuna,"125,458,463",Daddy Yankee
20190510,Baila Baila Baila - Remix,J Balvin,"125,458,463",Daddy Yankee
20190510,Baila Baila Baila - Remix,Farruko,"125,458,463",Daddy Yankee
20190510,Baila Baila Baila - Remix,Anuel Aa,"125,458,463",Daddy Yankee
20181109,Asesina - Remix,Brytiago,"120,995,332",Daddy Yankee
20181109,Asesina - Remix,Ozuna,"120,995,332",Daddy Yankee
20181109,Asesina - Remix,Darell,"120,995,332",Daddy Yankee
20181109,Asesina - Remix,Anuel Aa,"120,995,332",Daddy Yankee
20191116,Que Tire Pa Lante,,"120,658,601",Daddy Yankee
20171231,Havana - Remix,Camila Cabello,"116,900,681",Daddy Yankee
20190830,Instagram,Dimitri Vegas & Like Mike,"114,759,095",Daddy Yankee
20190830,Instagram,David Guetta,"114,759,095",Daddy Yankee
20190830,Instagram,Afro Bros,"114,759,095",Daddy Yankee
20190830,Instagram,Natti Natasha,"114,759,095",Daddy Yankee
20190830,Instagram,Dimitri Vegas,"114,759,095",Daddy Yankee
20170225,Gyal You A Party Animal - Remix,Charly Black,"114,274,604",Daddy Yankee
20190705,Si Supieras,Wisin & Yandel,"111,036,982",Daddy Yankee
20161203,No Quiere Enamorarse (Remix),Ozuna,"58,974,286",Daddy Yankee
20171117,La Formula,De La Ghetto,"57,815,124",Daddy Yankee
20171117,La Formula,Ozuna,"57,815,124",Daddy Yankee
20171117,La Formula,Chris Jeday,"57,815,124",Daddy Yankee
20190817,Soltera (Remix),Lunay,"57,546,735",Daddy Yankee
20190817,Soltera (Remix),Bad Bunny,"57,546,735",Daddy Yankee
20160116,Mayor Que Yo 3,Luny Tunes,"57,296,365",Daddy Yankee
20160116,Mayor Que Yo 3,Wisin,"57,296,365",Daddy Yankee
20160116,Mayor Que Yo 3,Don Omar,"57,296,365",Daddy Yankee
20160116,Mayor Que Yo 3,Yandel,"57,296,365",Daddy Yankee
20151231,Sígueme Y Te Sigo,,"54,410,473",Daddy Yankee
20180714,Zum Zum,R.K.M & Ken-Y,"52,711,830",Daddy Yankee
20180714,Zum Zum,Arcangel,"52,711,830",Daddy Yankee
20190608,No Lo Trates,Pitbull,"50,669,695",Daddy Yankee
20190608,No Lo Trates,Natti Natasha,"50,669,695",Daddy Yankee
20180210,Todo Comienza en la Disco,Wisin,"45,126,944",Daddy Yankee
20180210,Todo Comienza en la Disco,Yandel,"45,126,944",Daddy Yankee
20150912,Nota de Amor,Wisin,"37,678,854",Daddy Yankee
20150912,Nota de Amor,Carlos Vives,"37,678,854",Daddy Yankee
20160101,Vaivén,,"35,089,492",Daddy Yankee
20141231,Moviendo Caderas,Yandel,"33,435,073",Daddy Yankee
20180810,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo)",Steve Aoki,"31,550,989",Daddy Yankee
20180810,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo)",Play-N-Skillz,"31,550,989",Daddy Yankee
20180810,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo)",Elvis Crespo,"31,550,989",Daddy Yankee
20190426,Con Calma - Remix,Katy Perry,"30,025,219",Daddy Yankee
20190426,Con Calma - Remix,Snow,"30,025,219",Daddy Yankee
20160123,Ginza - Remix,J Balvin,"28,820,112",Daddy Yankee
20160123,Ginza - Remix,Yandel,"28,820,112",Daddy Yankee
20160123,Ginza - Remix,Farruko,"28,820,112",Daddy Yankee
20160123,Ginza - Remix,Nicky Jam,"28,820,112",Daddy Yankee
20160123,Ginza - Remix,De La Ghetto,"28,820,112",Daddy Yankee
20160123,Ginza - Remix,Zion,"28,820,112",Daddy Yankee
20160123,Ginza - Remix,Arcangel,"28,820,112",Daddy Yankee
20160123,Ginza - Remix,Sky,"28,820,112",Daddy Yankee
20160123,Ginza - Remix,"Alejandro ""Mosty"" Patiño","28,820,112",Daddy Yankee
20160101,Imaginándote,Reykon,"24,686,607",Daddy Yankee
20170429,Hula Hoop,,"23,664,750",Daddy Yankee
20160921,A Donde Voy,Cosculluela,"22,435,424",Daddy Yankee
20161008,Pierde Los Modales,J Balvin,"19,527,346",Daddy Yankee
20161231,Shaky Shaky - Remix,Nicky Jam,"18,762,778",Daddy Yankee
20161231,Shaky Shaky - Remix,Plan B,"18,762,778",Daddy Yankee
20160827,Hasta el Amanecer - The Remix,Nicky Jam,"17,864,386",Daddy Yankee
20170707,Bebé - Remix,Brytiago,"17,649,949",Daddy Yankee
20170707,Bebé - Remix,Nicky Jam,"17,649,949",Daddy Yankee
20141231,Limbo,,"16,966,509",Daddy Yankee
20161231,Andas En Mi Cabeza - Remix,Chino & Nacho,"11,423,380",Daddy Yankee
20161231,Andas En Mi Cabeza - Remix,Don Omar,"11,423,380",Daddy Yankee
20161231,Andas En Mi Cabeza - Remix,Wisin,"11,423,380",Daddy Yankee
20200117,Muévelo,Nicky Jam,"11,208,891",Daddy Yankee
20160723,Not a Crime - No Es Ilegal,Play-N-Skillz,"9,628,205",Daddy Yankee
20160409,Tumba La Casa (Remix),Alexio,"9,174,108",Daddy Yankee
20160409,Tumba La Casa (Remix),Nicky Jam,"9,174,108",Daddy Yankee
20160409,Tumba La Casa (Remix),Farruko,"9,174,108",Daddy Yankee
20160409,Tumba La Casa (Remix),Arcangel,"9,174,108",Daddy Yankee
20160409,Tumba La Casa (Remix),De La Ghetto,"9,174,108",Daddy Yankee
20160409,Tumba La Casa (Remix),Zion,"9,174,108",Daddy Yankee
20160409,Tumba La Casa (Remix),Nengo Flow,"9,174,108",Daddy Yankee
20171103,Tu No Metes Cabra Remix,Bad Bunny,"8,335,893",Daddy Yankee
20171103,Tu No Metes Cabra Remix,Anuel Aa,"8,335,893",Daddy Yankee
20171103,Tu No Metes Cabra Remix,Cosculluela,"8,335,893",Daddy Yankee
20181109,Zum Zum - Remix,Plan B,"7,221,989",Daddy Yankee
20181109,Zum Zum - Remix,Natti Natasha,"7,221,989",Daddy Yankee
20181109,Zum Zum - Remix,R.K.M & Ken-Y,"7,221,989",Daddy Yankee
20181109,Zum Zum - Remix,Arcangel,"7,221,989",Daddy Yankee
20150725,La Nueva Y La Ex,,"6,023,706",Daddy Yankee
20181110,Azukita,Steve Aoki,"5,937,692",Daddy Yankee
20181110,Azukita,Play-N-Skillz,"5,937,692",Daddy Yankee
20181110,Azukita,Elvis Crespo,"5,937,692",Daddy Yankee
20171201,El Desorden,Ozuna,"5,015,834",Daddy Yankee
20171201,El Desorden,Plan B,"5,015,834",Daddy Yankee
20150626,More than Friends,INNA,"4,850,070",Daddy Yankee
20150731,We Wanna,Alexandra Stan,"3,155,390",Daddy Yankee
20150731,We Wanna,INNA,"3,155,390",Daddy Yankee
20170311,Otra Cosa,Natti Natasha,"3,155,067",Daddy Yankee
20180525,Hielo,,"2,765,020",Daddy Yankee
20171027,Boom Boom,RedOne,"2,730,234",Daddy Yankee
20171027,Boom Boom,French Montana,"2,730,234",Daddy Yankee
20171027,Boom Boom,Dinah Jane,"2,730,234",Daddy Yankee
20180831,Como Soy,Pacho El Antifeka,"2,692,752",Daddy Yankee
20180831,Como Soy,Bad Bunny,"2,692,752",Daddy Yankee
20190310,Donde Estan Las Gatas,Nicky Jam,"2,378,091",Daddy Yankee
20180707,Despacito,Luis Fonsi,"1,416,510",Daddy Yankee
20190810,En La Cama,Nicky Jam,"1,205,533",Daddy Yankee
20150905,Que Se Mueran de Envidia - Remix,Paramba,"1,074,142",Daddy Yankee
20181012,Inolvidable - Remix,Farruko,"1,045,458",Daddy Yankee
20181012,Inolvidable - Remix,Akon,"1,045,458",Daddy Yankee
20181012,Inolvidable - Remix,Sean Paul,"1,045,458",Daddy Yankee
20170210,La Ocasión - Remix,DJ Luian,"827,918",Daddy Yankee
20170210,La Ocasión - Remix,Mambo Kingz,"827,918",Daddy Yankee
20170210,La Ocasión - Remix,Ozuna,"827,918",Daddy Yankee
20170210,La Ocasión - Remix,De La Ghetto,"827,918",Daddy Yankee
20170210,La Ocasión - Remix,Arcangel,"827,918",Daddy Yankee
20170210,La Ocasión - Remix,Anuel Aa,"827,918",Daddy Yankee
20170210,La Ocasión - Remix,Nicky Jam,"827,918",Daddy Yankee
20170210,La Ocasión - Remix,Farruko,"827,918",Daddy Yankee
